country,slug,visa_type,title,category,resource_status,source_org,source_type,url,official_page,local_path,notes
"Djibouti","djibouti","Business visa","Djibouti business visa requirements","requirements_page","official_requirements_page","Djibouti official visa portal","government","https://www.evisa.gouv.dj/","https://www.evisa.gouv.dj/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Djibouti","djibouti","Student visa","Djibouti student visa / study permit guidance","requirements_page","official_requirements_page","Djibouti official visa portal","government","https://www.evisa.gouv.dj/","https://www.evisa.gouv.dj/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Djibouti","djibouti","Work visa","Djibouti work visa / employment permit guidance","requirements_page","official_requirements_page","Djibouti official visa portal","government","https://www.evisa.gouv.dj/","https://www.evisa.gouv.dj/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Djibouti","djibouti","Medical visa","Djibouti medical treatment visa guidance","requirements_page","official_requirements_page","Djibouti official visa portal","government","https://www.evisa.gouv.dj/","https://www.evisa.gouv.dj/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Sudan","sudan","All Sudan visas","Sudan official visa / immigration portal","online_application_portal","official_online_portal","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Sudan","sudan","Sudan embassy / contact","Sudan embassy or consular contact page","requirements_page","official_page","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Sudan","sudan","Tourist visa","Sudan tourist / visitor visa requirements","requirements_page","official_requirements_page","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Sudan","sudan","Business visa","Sudan business visa requirements","requirements_page","official_requirements_page","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Sudan","sudan","Student visa","Sudan student visa / study permit guidance","requirements_page","official_requirements_page","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Sudan","sudan","Work visa","Sudan work visa / employment permit guidance","requirements_page","official_requirements_page","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Sudan","sudan","Medical visa","Sudan medical treatment visa guidance","requirements_page","official_requirements_page","Sudan MFA","government","https://mofa.gov.sd/","https://mofa.gov.sd/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"South Sudan","south-sudan","All South Sudan visas","South Sudan official visa / immigration portal","online_application_portal","official_online_portal","South Sudan visa / MFA","government","https://evisa.gov.ss/","https://evisa.gov.ss/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"South Sudan","south-sudan","South Sudan embassy / contact","South Sudan embassy or consular contact page","requirements_page","official_page","South Sudan visa / MFA","government","https://mofaic.gov.ss/","https://mofaic.gov.ss/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"South Sudan","south-sudan","Tourist visa","South Sudan tourist / visitor visa requirements","requirements_page","official_requirements_page","South Sudan visa / MFA","government","https://evisa.gov.ss/","https://evisa.gov.ss/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"South Sudan","south-sudan","Business visa","South Sudan business visa requirements","requirements_page","official_requirements_page","South Sudan visa / MFA","government","https://evisa.gov.ss/","https://evisa.gov.ss/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"South Sudan","south-sudan","Student visa","South Sudan student visa / study permit guidance","requirements_page","official_requirements_page","South Sudan visa / MFA","government","https://evisa.gov.ss/","https://evisa.gov.ss/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"South Sudan","south-sudan","Work visa","South Sudan work visa / employment permit guidance","requirements_page","official_requirements_page","South Sudan visa / MFA","government","https://evisa.gov.ss/","https://evisa.gov.ss/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"South Sudan","south-sudan","Medical visa","South Sudan medical treatment visa guidance","requirements_page","official_requirements_page","South Sudan visa / MFA","government","https://evisa.gov.ss/","https://evisa.gov.ss/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Uganda","uganda","All Uganda visas","Uganda official visa / immigration portal","online_application_portal","official_online_portal","Uganda Directorate of Citizenship and Immigration Control","government","https://visas.immigration.go.ug/","https://visas.immigration.go.ug/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Uganda","uganda","Uganda embassy / contact","Uganda embassy or consular contact page","requirements_page","official_page","Uganda Directorate of Citizenship and Immigration Control","government","https://www.mofa.go.ug/","https://www.mofa.go.ug/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Uganda","uganda","Tourist visa","Uganda tourist / visitor visa requirements","requirements_page","official_requirements_page","Uganda Directorate of Citizenship and Immigration Control","government","https://visas.immigration.go.ug/","https://visas.immigration.go.ug/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Uganda","uganda","Business visa","Uganda business visa requirements","requirements_page","official_requirements_page","Uganda Directorate of Citizenship and Immigration Control","government","https://visas.immigration.go.ug/","https://visas.immigration.go.ug/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Uganda","uganda","Student visa","Uganda student visa / study permit guidance","requirements_page","official_requirements_page","Uganda Directorate of Citizenship and Immigration Control","government","https://visas.immigration.go.ug/","https://visas.immigration.go.ug/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Uganda","uganda","Work visa","Uganda work visa / employment permit guidance","requirements_page","official_requirements_page","Uganda Directorate of Citizenship and Immigration Control","government","https://visas.immigration.go.ug/","https://visas.immigration.go.ug/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Uganda","uganda","Medical visa","Uganda medical treatment visa guidance","requirements_page","official_requirements_page","Uganda Directorate of Citizenship and Immigration Control","government","https://visas.immigration.go.ug/","https://visas.immigration.go.ug/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Tanzania","tanzania","All Tanzania visas","Tanzania official visa / immigration portal","online_application_portal","official_online_portal","Tanzania Immigration visa portal","government","https://visa.immigration.go.tz/","https://visa.immigration.go.tz/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Tanzania","tanzania","Tanzania embassy / contact","Tanzania embassy or consular contact page","requirements_page","official_page","Tanzania Immigration visa portal","government","https://www.immigration.go.tz/","https://www.immigration.go.tz/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Tanzania","tanzania","Tourist visa","Tanzania tourist / visitor visa requirements","requirements_page","official_requirements_page","Tanzania Immigration visa portal","government","https://visa.immigration.go.tz/","https://visa.immigration.go.tz/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Tanzania","tanzania","Business visa","Tanzania business visa requirements","requirements_page","official_requirements_page","Tanzania Immigration visa portal","government","https://visa.immigration.go.tz/","https://visa.immigration.go.tz/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Tanzania","tanzania","Student visa","Tanzania student visa / study permit guidance","requirements_page","official_requirements_page","Tanzania Immigration visa portal","government","https://visa.immigration.go.tz/","https://visa.immigration.go.tz/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Tanzania","tanzania","Work visa","Tanzania work visa / employment permit guidance","requirements_page","official_requirements_page","Tanzania Immigration visa portal","government","https://visa.immigration.go.tz/","https://visa.immigration.go.tz/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Tanzania","tanzania","Medical visa","Tanzania medical treatment visa guidance","requirements_page","official_requirements_page","Tanzania Immigration visa portal","government","https://visa.immigration.go.tz/","https://visa.immigration.go.tz/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Rwanda","rwanda","All Rwanda visas","Rwanda official visa / immigration portal","online_application_portal","official_online_portal","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Rwanda","rwanda","Rwanda embassy / contact","Rwanda embassy or consular contact page","requirements_page","official_page","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Rwanda","rwanda","Tourist visa","Rwanda tourist / visitor visa requirements","requirements_page","official_requirements_page","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Rwanda","rwanda","Business visa","Rwanda business visa requirements","requirements_page","official_requirements_page","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Rwanda","rwanda","Student visa","Rwanda student visa / study permit guidance","requirements_page","official_requirements_page","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Rwanda","rwanda","Work visa","Rwanda work visa / employment permit guidance","requirements_page","official_requirements_page","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Rwanda","rwanda","Medical visa","Rwanda medical treatment visa guidance","requirements_page","official_requirements_page","Rwanda Directorate General of Immigration and Emigration / Irembo","government","https://www.migration.gov.rw/","https://www.migration.gov.rw/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Ghana","ghana","All Ghana visas","Ghana official visa / immigration portal","online_application_portal","official_online_portal","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Ghana","ghana","Ghana embassy / contact","Ghana embassy or consular contact page","requirements_page","official_page","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Ghana","ghana","Tourist visa","Ghana tourist / visitor visa requirements","requirements_page","official_requirements_page","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Ghana","ghana","Business visa","Ghana business visa requirements","requirements_page","official_requirements_page","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Ghana","ghana","Student visa","Ghana student visa / study permit guidance","requirements_page","official_requirements_page","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Ghana","ghana","Work visa","Ghana work visa / employment permit guidance","requirements_page","official_requirements_page","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Ghana","ghana","Medical visa","Ghana medical treatment visa guidance","requirements_page","official_requirements_page","Embassy of Ghana in Ethiopia","government","https://www.ghanaembassyethiopia.com/","https://www.ghanaembassyethiopia.com/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Nigeria","nigeria","All Nigeria visas","Nigeria official visa / immigration portal","online_application_portal","official_online_portal","Nigeria Immigration Service / Embassy","government","https://portal.immigration.gov.ng/","https://portal.immigration.gov.ng/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Nigeria","nigeria","Nigeria embassy / contact","Nigeria embassy or consular contact page","requirements_page","official_page","Nigeria Immigration Service / Embassy","government","https://nigerianembassyaddisababa.org/","https://nigerianembassyaddisababa.org/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Nigeria","nigeria","Tourist visa","Nigeria tourist / visitor visa requirements","requirements_page","official_requirements_page","Nigeria Immigration Service / Embassy","government","https://portal.immigration.gov.ng/","https://portal.immigration.gov.ng/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Nigeria","nigeria","Business visa","Nigeria business visa requirements","requirements_page","official_requirements_page","Nigeria Immigration Service / Embassy","government","https://portal.immigration.gov.ng/","https://portal.immigration.gov.ng/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Nigeria","nigeria","Student visa","Nigeria student visa / study permit guidance","requirements_page","official_requirements_page","Nigeria Immigration Service / Embassy","government","https://portal.immigration.gov.ng/","https://portal.immigration.gov.ng/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Nigeria","nigeria","Work visa","Nigeria work visa / employment permit guidance","requirements_page","official_requirements_page","Nigeria Immigration Service / Embassy","government","https://portal.immigration.gov.ng/","https://portal.immigration.gov.ng/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Nigeria","nigeria","Medical visa","Nigeria medical treatment visa guidance","requirements_page","official_requirements_page","Nigeria Immigration Service / Embassy","government","https://portal.immigration.gov.ng/","https://portal.immigration.gov.ng/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Singapore","singapore","All Singapore visas","Singapore official visa / immigration portal","online_application_portal","official_online_portal","Singapore ICA / MFA","government","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Singapore","singapore","Singapore embassy / contact","Singapore embassy or consular contact page","requirements_page","official_page","Singapore ICA / MFA","government","https://www.mfa.gov.sg/Overseas-Mission/Addis-Ababa","https://www.mfa.gov.sg/Overseas-Mission/Addis-Ababa","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Singapore","singapore","Tourist visa","Singapore tourist / visitor visa requirements","requirements_page","official_requirements_page","Singapore ICA / MFA","government","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Singapore","singapore","Business visa","Singapore business visa requirements","requirements_page","official_requirements_page","Singapore ICA / MFA","government","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Singapore","singapore","Student visa","Singapore student visa / study permit guidance","requirements_page","official_requirements_page","Singapore ICA / MFA","government","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Singapore","singapore","Work visa","Singapore work visa / employment permit guidance","requirements_page","official_requirements_page","Singapore ICA / MFA","government","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Singapore","singapore","Medical visa","Singapore medical treatment visa guidance","requirements_page","official_requirements_page","Singapore ICA / MFA","government","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Indonesia","indonesia","All Indonesia visas","Indonesia official visa / immigration portal","online_application_portal","official_online_portal","Indonesia Immigration online visa / Embassy","government","https://evisa.imigrasi.go.id/","https://evisa.imigrasi.go.id/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Indonesia","indonesia","Indonesia embassy / contact","Indonesia embassy or consular contact page","requirements_page","official_page","Indonesia Immigration online visa / Embassy","government","https://kemlu.go.id/addisababa/","https://kemlu.go.id/addisababa/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Indonesia","indonesia","Tourist visa","Indonesia tourist / visitor visa requirements","requirements_page","official_requirements_page","Indonesia Immigration online visa / Embassy","government","https://evisa.imigrasi.go.id/","https://evisa.imigrasi.go.id/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Indonesia","indonesia","Business visa","Indonesia business visa requirements","requirements_page","official_requirements_page","Indonesia Immigration online visa / Embassy","government","https://evisa.imigrasi.go.id/","https://evisa.imigrasi.go.id/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Indonesia","indonesia","Student visa","Indonesia student visa / study permit guidance","requirements_page","official_requirements_page","Indonesia Immigration online visa / Embassy","government","https://evisa.imigrasi.go.id/","https://evisa.imigrasi.go.id/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Indonesia","indonesia","Work visa","Indonesia work visa / employment permit guidance","requirements_page","official_requirements_page","Indonesia Immigration online visa / Embassy","government","https://evisa.imigrasi.go.id/","https://evisa.imigrasi.go.id/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Indonesia","indonesia","Medical visa","Indonesia medical treatment visa guidance","requirements_page","official_requirements_page","Indonesia Immigration online visa / Embassy","government","https://evisa.imigrasi.go.id/","https://evisa.imigrasi.go.id/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Philippines","philippines","All Philippines visas","Philippines official visa / immigration portal","online_application_portal","official_online_portal","Philippines visa / Embassy","government","https://www.visa.gov.ph/","https://www.visa.gov.ph/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Philippines","philippines","Philippines embassy / contact","Philippines embassy or consular contact page","requirements_page","official_page","Philippines visa / Embassy","government","https://addispe.dfa.gov.ph/","https://addispe.dfa.gov.ph/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Philippines","philippines","Tourist visa","Philippines tourist / visitor visa requirements","requirements_page","official_requirements_page","Philippines visa / Embassy","government","https://www.visa.gov.ph/","https://www.visa.gov.ph/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Philippines","philippines","Business visa","Philippines business visa requirements","requirements_page","official_requirements_page","Philippines visa / Embassy","government","https://www.visa.gov.ph/","https://www.visa.gov.ph/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Philippines","philippines","Student visa","Philippines student visa / study permit guidance","requirements_page","official_requirements_page","Philippines visa / Embassy","government","https://www.visa.gov.ph/","https://www.visa.gov.ph/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Philippines","philippines","Work visa","Philippines work visa / employment permit guidance","requirements_page","official_requirements_page","Philippines visa / Embassy","government","https://www.visa.gov.ph/","https://www.visa.gov.ph/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Philippines","philippines","Medical visa","Philippines medical treatment visa guidance","requirements_page","official_requirements_page","Philippines visa / Embassy","government","https://www.visa.gov.ph/","https://www.visa.gov.ph/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Pakistan","pakistan","All Pakistan visas","Pakistan official visa / immigration portal","online_application_portal","official_online_portal","Pakistan Online Visa System / NADRA","government","https://visa.nadra.gov.pk/","https://visa.nadra.gov.pk/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Pakistan","pakistan","Pakistan embassy / contact","Pakistan embassy or consular contact page","requirements_page","official_page","Pakistan Online Visa System / NADRA","government","https://mofa.gov.pk/","https://mofa.gov.pk/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Pakistan","pakistan","Tourist visa","Pakistan tourist / visitor visa requirements","requirements_page","official_requirements_page","Pakistan Online Visa System / NADRA","government","https://visa.nadra.gov.pk/","https://visa.nadra.gov.pk/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Pakistan","pakistan","Business visa","Pakistan business visa requirements","requirements_page","official_requirements_page","Pakistan Online Visa System / NADRA","government","https://visa.nadra.gov.pk/","https://visa.nadra.gov.pk/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Pakistan","pakistan","Student visa","Pakistan student visa / study permit guidance","requirements_page","official_requirements_page","Pakistan Online Visa System / NADRA","government","https://visa.nadra.gov.pk/","https://visa.nadra.gov.pk/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Pakistan","pakistan","Work visa","Pakistan work visa / employment permit guidance","requirements_page","official_requirements_page","Pakistan Online Visa System / NADRA","government","https://visa.nadra.gov.pk/","https://visa.nadra.gov.pk/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Pakistan","pakistan","Medical visa","Pakistan medical treatment visa guidance","requirements_page","official_requirements_page","Pakistan Online Visa System / NADRA","government","https://visa.nadra.gov.pk/","https://visa.nadra.gov.pk/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Bangladesh","bangladesh","All Bangladesh visas","Bangladesh official visa / immigration portal","online_application_portal","official_online_portal","Bangladesh Online Visa Application / MFA","government","https://www.visa.gov.bd/","https://www.visa.gov.bd/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Bangladesh","bangladesh","Bangladesh embassy / contact","Bangladesh embassy or consular contact page","requirements_page","official_page","Bangladesh Online Visa Application / MFA","government","https://mofa.gov.bd/","https://mofa.gov.bd/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Bangladesh","bangladesh","Tourist visa","Bangladesh tourist / visitor visa requirements","requirements_page","official_requirements_page","Bangladesh Online Visa Application / MFA","government","https://www.visa.gov.bd/","https://www.visa.gov.bd/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Bangladesh","bangladesh","Business visa","Bangladesh business visa requirements","requirements_page","official_requirements_page","Bangladesh Online Visa Application / MFA","government","https://www.visa.gov.bd/","https://www.visa.gov.bd/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Bangladesh","bangladesh","Student visa","Bangladesh student visa / study permit guidance","requirements_page","official_requirements_page","Bangladesh Online Visa Application / MFA","government","https://www.visa.gov.bd/","https://www.visa.gov.bd/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Bangladesh","bangladesh","Work visa","Bangladesh work visa / employment permit guidance","requirements_page","official_requirements_page","Bangladesh Online Visa Application / MFA","government","https://www.visa.gov.bd/","https://www.visa.gov.bd/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Bangladesh","bangladesh","Medical visa","Bangladesh medical treatment visa guidance","requirements_page","official_requirements_page","Bangladesh Online Visa Application / MFA","government","https://www.visa.gov.bd/","https://www.visa.gov.bd/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Spain","spain","All Spain visas","Spain official visa / immigration portal","online_application_portal","official_online_portal","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Spain","spain","Spain embassy / contact","Spain embassy or consular contact page","requirements_page","official_page","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/Paginas/index.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/Paginas/index.aspx","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Spain","spain","Tourist visa","Spain tourist / visitor visa requirements","requirements_page","official_requirements_page","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Spain","spain","Business visa","Spain business visa requirements","requirements_page","official_requirements_page","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Spain","spain","Student visa","Spain student visa / study permit guidance","requirements_page","official_requirements_page","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Spain","spain","Work visa","Spain work visa / employment permit guidance","requirements_page","official_requirements_page","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Spain","spain","Medical visa","Spain medical treatment visa guidance","requirements_page","official_requirements_page","Embassy of Spain in Ethiopia","government","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","https://www.exteriores.gob.es/Embajadas/addisabeba/en/ServiciosConsulares/Paginas/Consular/Visados-Schengen.aspx","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Portugal","portugal","All Portugal visas","Portugal official visa / immigration portal","online_application_portal","official_online_portal","Portugal MFA / online visa Portal","government","https://vistos.mne.gov.pt/en/","https://vistos.mne.gov.pt/en/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Portugal","portugal","Portugal embassy / contact","Portugal embassy or consular contact page","requirements_page","official_page","Portugal MFA / online visa Portal","government","https://addisabeba.embaixadaportugal.mne.gov.pt/en/","https://addisabeba.embaixadaportugal.mne.gov.pt/en/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Portugal","portugal","Tourist visa","Portugal tourist / visitor visa requirements","requirements_page","official_requirements_page","Portugal MFA / online visa Portal","government","https://vistos.mne.gov.pt/en/","https://vistos.mne.gov.pt/en/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Portugal","portugal","Business visa","Portugal business visa requirements","requirements_page","official_requirements_page","Portugal MFA / online visa Portal","government","https://vistos.mne.gov.pt/en/","https://vistos.mne.gov.pt/en/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Portugal","portugal","Student visa","Portugal student visa / study permit guidance","requirements_page","official_requirements_page","Portugal MFA / online visa Portal","government","https://vistos.mne.gov.pt/en/","https://vistos.mne.gov.pt/en/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Portugal","portugal","Work visa","Portugal work visa / employment permit guidance","requirements_page","official_requirements_page","Portugal MFA / online visa Portal","government","https://vistos.mne.gov.pt/en/","https://vistos.mne.gov.pt/en/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Portugal","portugal","Medical visa","Portugal medical treatment visa guidance","requirements_page","official_requirements_page","Portugal MFA / online visa Portal","government","https://vistos.mne.gov.pt/en/","https://vistos.mne.gov.pt/en/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Switzerland","switzerland","All Switzerland visas","Switzerland official visa / immigration portal","online_application_portal","official_online_portal","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Switzerland","switzerland","Switzerland embassy / contact","Switzerland embassy or consular contact page","requirements_page","official_page","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/addisababa","https://www.eda.admin.ch/addisababa","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
